,caseid,Country code and phase,Cluster number,Household number,Respondent's line number ,Ultimate area unit,Women's individual sample weight (6 decimals),Month of interview,Year of interview,Date of interview (CMC),Respondent's month of birth,Respondent's year of birth,Date of birth (CMC),Respondent's current age,Age in 5-year groups,Total children ever born,Sons at home,Daughters at home,Sons elsewhere,Daughters elsewhere,Sons who have died,Daughters who have died
6647,173  9  2,ZZ6,173,9,2,173,435280,8,2015,1388,3,1977,927,38,35-39,4,1,0,1,1,0,1
6648,173 10  3,ZZ6,173,10,3,173,435280,8,2015,1388,1,2000,1201,15,15-19,0,0,0,0,0,0,0
6649,173 11  5,ZZ6,173,11,5,173,435280,8,2015,1388,8,1998,1184,17,15-19,0,0,0,0,0,0,0
6650,173 12  2,ZZ6,173,12,2,173,435280,8,2015,1388,2,1980,962,35,35-39,0,0,0,0,0,0,0
6651,173 12  3,ZZ6,173,12,3,173,435280,8,2015,1388,6,1998,1182,17,15-19,1,0,1,0,0,0,0
6652,173 12  4,ZZ6,173,12,4,173,435280,8,2015,1388,8,1995,1148,20,20-24,1,0,0,0,1,0,0
6653,173 12  5,ZZ6,173,12,5,173,435280,8,2015,1388,5,1998,1181,17,15-19,1,1,0,0,0,0,0
6654,173 13  2,ZZ6,173,13,2,173,435280,8,2015,1388,8,1999,1196,16,15-19,1,1,0,0,0,0,0
6655,173 13  7,ZZ6,173,13,7,173,435280,8,2015,1388,6,1991,1098,24,20-24,4,2,2,0,0,0,0
6656,173 13  8,ZZ6,173,13,8,173,435280,8,2015,1388,4,1993,1120,22,20-24,1,0,0,0,1,0,0
6657,173 14  5,ZZ6,173,14,5,173,435280,8,2015,1388,3,1988,1059,27,25-29,5,2,1,1,1,0,0
6658,173 15  2,ZZ6,173,15,2,173,435280,8,2015,1388,7,1977,931,38,35-39,7,4,2,0,1,0,0
6659,173 15  3,ZZ6,173,15,3,173,435280,8,2015,1388,2,1975,902,40,40-44,3,0,2,0,1,0,0
6660,173 15  5,ZZ6,173,15,5,173,435280,8,2015,1388,6,1999,1194,16,15-19,0,0,0,0,0,0,0
6661,173 15  7,ZZ6,173,15,7,173,435280,8,2015,1388,3,1997,1167,18,15-19,2,0,1,1,0,0,0
6662,173 15 19,ZZ6,173,15,19,173,435280,8,2015,1388,5,1985,1025,30,30-34,1,1,0,0,0,0,0
6663,173 16  2,ZZ6,173,16,2,173,435280,8,2015,1388,3,1987,1047,28,25-29,4,1,3,0,0,0,0
6664,173 17  2,ZZ6,173,17,2,173,435280,8,2015,1388,8,1987,1052,28,25-29,4,3,1,0,0,0,0
6665,173 18  2,ZZ6,173,18,2,173,435280,8,2015,1388,5,1989,1073,26,25-29,4,3,0,0,1,0,0
6666,173 18  7,ZZ6,173,18,7,173,435280,8,2015,1388,1,1982,985,33,30-34,4,2,2,0,0,0,0
6667,173 19  3,ZZ6,173,19,3,173,435280,8,2015,1388,4,1973,880,42,40-44,5,2,2,0,0,0,1
6668,173 19  7,ZZ6,173,19,7,173,435280,8,2015,1388,6,1999,1194,16,15-19,0,0,0,0,0,0,0
6669,173 19 14,ZZ6,173,19,14,173,435280,8,2015,1388,7,1997,1171,18,15-19,1,0,1,0,0,0,0
6670,173 20  2,ZZ6,173,20,2,173,435280,8,2015,1388,5,1975,905,40,40-44,9,4,3,0,2,0,0
6671,173 21  2,ZZ6,173,21,2,173,435280,8,2015,1388,6,1979,954,36,35-39,5,0,1,0,2,0,2
6672,173 22  2,ZZ6,173,22,2,173,435280,8,2015,1388,3,1979,951,36,35-39,0,0,0,0,0,0,0
6673,173 22  3,ZZ6,173,22,3,173,435280,8,2015,1388,8,1999,1196,16,15-19,0,0,0,0,0,0,0
6674,173 23  1,ZZ6,173,23,1,173,435280,8,2015,1388,6,1968,822,47,45-49,7,2,2,0,0,0,3
6675,173 23  3,ZZ6,173,23,3,173,435280,8,2015,1388,4,1992,1108,23,20-24,1,1,0,0,0,0,0
6676,173 24  2,ZZ6,173,24,2,173,435280,8,2015,1388,7,1987,1051,28,25-29,2,0,1,0,0,1,0
6677,173 24  4,ZZ6,173,24,4,173,435280,8,2015,1388,3,1997,1167,18,15-19,0,0,0,0,0,0,0
6678,173 24  5,ZZ6,173,24,5,173,435280,8,2015,1388,6,2000,1206,15,15-19,0,0,0,0,0,0,0
6679,173 25  2,ZZ6,173,25,2,173,435280,8,2015,1388,1,1977,925,38,35-39,7,2,0,1,3,0,1
6680,173 25  3,ZZ6,173,25,3,173,435280,8,2015,1388,8,1973,884,42,40-44,6,0,1,0,2,0,3
6681,173 26  2,ZZ6,173,26,2,173,435280,8,2015,1388,4,1975,904,40,40-44,8,3,2,0,2,1,0
6682,173 26  6,ZZ6,173,26,6,173,435280,8,2015,1388,1,1989,1069,26,25-29,4,1,0,1,1,1,0
6683,173 27  2,ZZ6,173,27,2,173,435280,8,2015,1388,3,1977,927,38,35-39,5,1,1,1,2,0,0
6684,173 27  3,ZZ6,173,27,3,173,435280,8,2015,1388,6,1980,966,35,35-39,3,0,1,1,1,0,0
6685,173 28  9,ZZ6,173,28,9,173,435280,8,2015,1388,8,1966,800,49,45-49,8,3,2,1,1,0,1
6686,173 28 10,ZZ6,173,28,10,173,435280,8,2015,1388,7,1997,1171,18,15-19,1,0,1,0,0,0,0
6687,173 28 13,ZZ6,173,28,13,173,435280,8,2015,1388,7,1986,1039,29,25-29,3,1,0,0,1,1,0
6688,173 28 17,ZZ6,173,28,17,173,435280,8,2015,1388,1,1992,1105,23,20-24,2,1,0,0,0,0,1
6689,173 30  7,ZZ6,173,30,7,173,435280,8,2015,1388,4,1994,1132,21,20-24,2,0,0,0,1,1,0
6690,173 31  2,ZZ6,173,31,2,173,435280,8,2015,1388,6,1975,906,40,40-44,5,2,0,0,3,0,0
6691,173 31  3,ZZ6,173,31,3,173,435280,8,2015,1388,1,1980,961,35,35-39,6,1,1,2,2,0,0
6692,173 31  5,ZZ6,173,31,5,173,435280,8,2015,1388,8,1999,1196,16,15-19,1,0,1,0,0,0,0
6693,173 31  9,ZZ6,173,31,9,173,435280,8,2015,1388,12,1994,1140,20,20-24,1,1,0,0,0,0,0
6694,174  1  2,ZZ6,174,1,2,174,663587,7,2015,1387,4,1995,1144,20,20-24,2,1,1,0,0,0,0
6695,174  2  3,ZZ6,174,2,3,174,663587,7,2015,1387,5,2000,1205,15,15-19,0,0,0,0,0,0,0
6696,174  5  3,ZZ6,174,5,3,174,663587,7,2015,1387,2,1998,1178,17,15-19,0,0,0,0,0,0,0
6697,174  5  4,ZZ6,174,5,4,174,663587,7,2015,1387,8,1999,1196,15,15-19,0,0,0,0,0,0,0
6698,174 12  3,ZZ6,174,12,3,174,663587,7,2015,1387,4,1970,844,45,45-49,7,3,2,1,0,0,1
6699,174 15  1,ZZ6,174,15,1,174,663587,7,2015,1387,5,1967,809,48,45-49,3,0,1,1,1,0,0
6700,174 15  4,ZZ6,174,15,4,174,663587,7,2015,1387,3,2000,1203,15,15-19,0,0,0,0,0,0,0
6701,174 16  3,ZZ6,174,16,3,174,663587,7,2015,1387,4,2000,1204,15,15-19,0,0,0,0,0,0,0
6702,174 16  6,ZZ6,174,16,6,174,663587,7,2015,1387,3,1988,1059,27,25-29,2,2,0,0,0,0,0
6703,174 17  2,ZZ6,174,17,2,174,663587,7,2015,1387,8,1986,1040,28,25-29,4,2,2,0,0,0,0
6704,174 18  2,ZZ6,174,18,2,174,663587,7,2015,1387,4,1975,904,40,40-44,9,2,2,1,1,1,2
6705,174 20  2,ZZ6,174,20,2,174,663587,7,2015,1387,5,1980,965,35,35-39,7,2,3,0,0,1,1
6706,174 21  2,ZZ6,174,21,2,174,663587,7,2015,1387,4,1991,1096,24,20-24,3,2,1,0,0,0,0
6707,174 21  8,ZZ6,174,21,8,174,663587,7,2015,1387,4,2000,1204,15,15-19,0,0,0,0,0,0,0
6708,174 22  5,ZZ6,174,22,5,174,663587,7,2015,1387,3,2000,1203,15,15-19,0,0,0,0,0,0,0
6709,174 22  6,ZZ6,174,22,6,174,663587,7,2015,1387,5,1996,1157,19,15-19,0,0,0,0,0,0,0
6710,174 24  2,ZZ6,174,24,2,174,663587,7,2015,1387,5,1978,941,37,35-39,4,3,0,1,0,0,0
6711,174 24  6,ZZ6,174,24,6,174,663587,7,2015,1387,7,2000,1207,15,15-19,0,0,0,0,0,0,0
6712,174 25  3,ZZ6,174,25,3,174,663587,7,2015,1387,12,1972,876,42,40-44,8,0,0,2,1,3,2
6713,174 26  1,ZZ6,174,26,1,174,663587,7,2015,1387,2,1970,842,45,45-49,11,4,2,2,0,1,2
6714,174 26  2,ZZ6,174,26,2,174,663587,7,2015,1387,10,1993,1126,21,20-24,1,1,0,0,0,0,0
6715,174 27  2,ZZ6,174,27,2,174,663587,7,2015,1387,8,1978,944,36,35-39,7,1,0,3,1,0,2
6716,174 27  3,ZZ6,174,27,3,174,663587,7,2015,1387,6,1994,1134,21,20-24,1,1,0,0,0,0,0
6717,174 29  2,ZZ6,174,29,2,174,663587,7,2015,1387,5,1978,941,37,35-39,8,1,2,3,1,0,1
6718,174 29  3,ZZ6,174,29,3,174,663587,7,2015,1387,5,1995,1145,20,20-24,1,0,0,1,0,0,0
6719,174 30  1,ZZ6,174,30,1,174,663587,7,2015,1387,1,1980,961,35,35-39,9,0,3,1,2,1,2
6720,174 31  2,ZZ6,174,31,2,174,663587,7,2015,1387,2,1972,866,43,40-44,9,1,0,0,5,0,3
6721,175  2  2,ZZ6,175,2,2,175,2967037,6,2015,1386,10,1987,1054,27,25-29,2,1,1,0,0,0,0
6722,175  2  5,ZZ6,175,2,5,175,2967037,6,2015,1386,3,1981,975,34,30-34,5,0,2,0,0,2,1
6723,175  2  6,ZZ6,175,2,6,175,2967037,6,2015,1386,9,1996,1161,18,15-19,1,1,0,0,0,0,0
6724,175  2  7,ZZ6,175,2,7,175,2967037,6,2015,1386,1,1999,1189,16,15-19,0,0,0,0,0,0,0
6725,175  2 10,ZZ6,175,2,10,175,2967037,6,2015,1386,4,1993,1120,22,20-24,1,0,0,0,0,0,1
6726,175  4  2,ZZ6,175,4,2,175,2967037,10,2015,1390,6,1982,990,33,30-34,3,0,0,0,3,0,0
6727,175  5  2,ZZ6,175,5,2,175,2967037,6,2015,1386,12,1989,1080,25,25-29,3,0,1,0,1,1,0
6728,175  6  2,ZZ6,175,6,2,175,2967037,6,2015,1386,6,1979,954,36,35-39,3,3,0,0,0,0,0
6729,175  6  3,ZZ6,175,6,3,175,2967037,6,2015,1386,8,1992,1112,22,20-24,1,1,0,0,0,0,0
6730,175  8  2,ZZ6,175,8,2,175,2967037,6,2015,1386,3,1995,1143,20,20-24,2,0,0,1,1,0,0
6731,175  9  2,ZZ6,175,9,2,175,2967037,6,2015,1386,8,1984,1016,30,30-34,6,2,1,1,0,1,1
6732,175 10  2,ZZ6,175,10,2,175,2967037,6,2015,1386,9,1992,1113,22,20-24,2,1,0,1,0,0,0
6733,175 11  2,ZZ6,175,11,2,175,2967037,6,2015,1386,8,1976,920,38,35-39,4,1,3,0,0,0,0
6734,175 11  3,ZZ6,175,11,3,175,2967037,6,2015,1386,1,1999,1189,16,15-19,0,0,0,0,0,0,0
6735,175 14  2,ZZ6,175,14,2,175,2967037,6,2015,1386,4,1991,1096,24,20-24,4,1,1,1,0,1,0
6736,175 15  2,ZZ6,175,15,2,175,2967037,6,2015,1386,11,1993,1127,21,20-24,1,0,0,0,0,1,0
6737,175 16  2,ZZ6,175,16,2,175,2967037,6,2015,1386,5,1977,929,38,35-39,2,1,1,0,0,0,0
6738,175 16  3,ZZ6,175,16,3,175,2967037,6,2015,1386,6,1990,1086,25,25-29,0,0,0,0,0,0,0
6739,175 18  2,ZZ6,175,18,2,175,2967037,6,2015,1386,9,1978,945,36,35-39,4,1,2,0,0,0,1
6740,175 19  3,ZZ6,175,19,3,175,2967037,6,2015,1386,9,1994,1137,20,20-24,1,0,0,0,0,0,1
6741,175 19  4,ZZ6,175,19,4,175,2967037,6,2015,1386,5,1991,1097,24,20-24,0,0,0,0,0,0,0
6742,175 20  2,ZZ6,175,20,2,175,2967037,6,2015,1386,5,1995,1145,20,20-24,2,1,0,0,0,1,0
6743,175 21  2,ZZ6,175,21,2,175,2967037,6,2015,1386,3,1977,927,38,35-39,2,0,1,1,0,0,0
6744,175 21  5,ZZ6,175,21,5,175,2967037,6,2015,1386,4,1997,1168,18,15-19,0,0,0,0,0,0,0
6745,175 22  2,ZZ6,175,22,2,175,2967037,6,2015,1386,4,1973,880,42,40-44,10,0,7,0,1,2,0
6746,175 22  4,ZZ6,175,22,4,175,2967037,6,2015,1386,4,1995,1144,20,20-24,1,0,1,0,0,0,0
6747,175 22  5,ZZ6,175,22,5,175,2967037,6,2015,1386,11,1999,1199,15,15-19,0,0,0,0,0,0,0
6748,175 24  2,ZZ6,175,24,2,175,2967037,6,2015,1386,4,1970,844,45,45-49,11,3,4,0,2,0,2
6749,175 24  4,ZZ6,175,24,4,175,2967037,6,2015,1386,12,1990,1092,24,20-24,1,0,1,0,0,0,0
6750,175 24  5,ZZ6,175,24,5,175,2967037,6,2015,1386,12,1989,1080,25,25-29,0,0,0,0,0,0,0
6751,175 24  6,ZZ6,175,24,6,175,2967037,6,2015,1386,11,1995,1151,19,15-19,0,0,0,0,0,0,0
6752,175 25  2,ZZ6,175,25,2,175,2967037,6,2015,1386,5,1974,893,41,40-44,10,1,3,1,1,3,1
6753,175 25 14,ZZ6,175,25,14,175,2967037,6,2015,1386,4,1976,916,39,35-39,2,2,0,0,0,0,0
6754,175 26  2,ZZ6,175,26,2,175,2967037,6,2015,1386,4,1995,1144,20,20-24,0,0,0,0,0,0,0
6755,175 27  2,ZZ6,175,27,2,175,2967037,6,2015,1386,8,1986,1040,28,25-29,3,2,1,0,0,0,0
6756,175 28  1,ZZ6,175,28,1,175,2967037,6,2015,1386,3,1974,891,41,40-44,1,0,1,0,0,0,0
6757,175 28  3,ZZ6,175,28,3,175,2967037,6,2015,1386,1,1993,1117,22,20-24,1,0,0,0,1,0,0
6758,175 30  9,ZZ6,175,30,9,175,2967037,6,2015,1386,5,1992,1109,23,20-24,3,0,2,0,0,0,1
6759,175 31  2,ZZ6,175,31,2,175,2967037,6,2015,1386,4,1979,952,36,35-39,3,1,2,0,0,0,0
6760,176  1  2,ZZ6,176,1,2,176,576948,7,2015,1387,12,1977,936,37,35-39,7,0,3,1,0,2,1
6761,176  2  1,ZZ6,176,2,1,176,576948,7,2015,1387,6,1990,1086,25,25-29,2,1,1,0,0,0,0
6762,176  4  2,ZZ6,176,4,2,176,576948,7,2015,1387,4,1983,1000,32,30-34,4,2,1,0,1,0,0
6763,176  4  3,ZZ6,176,4,3,176,576948,7,2015,1387,12,1972,876,42,40-44,4,0,0,1,1,1,1
6764,176  4  9,ZZ6,176,4,9,176,576948,7,2015,1387,6,1998,1182,17,15-19,1,0,0,1,0,0,0
6765,176  6  1,ZZ6,176,6,1,176,576948,7,2015,1387,4,1966,796,49,45-49,5,3,0,1,0,1,0
6766,176  7  1,ZZ6,176,7,1,176,576948,7,2015,1387,10,1997,1174,17,15-19,0,0,0,0,0,0,0
6767,176  8  1,ZZ6,176,8,1,176,576948,7,2015,1387,7,1966,799,49,45-49,6,5,0,0,1,0,0
6768,176  9  1,ZZ6,176,9,1,176,576948,7,2015,1387,12,1969,840,45,45-49,6,3,0,1,2,0,0
6769,176  9 10,ZZ6,176,9,10,176,576948,7,2015,1387,9,1998,1185,16,15-19,0,0,0,0,0,0,0
6770,176  9 13,ZZ6,176,9,13,176,576948,7,2015,1387,1,1998,1177,17,15-19,1,0,0,0,1,0,0
6771,176 10  1,ZZ6,176,10,1,176,576948,7,2015,1387,6,1987,1050,28,25-29,4,2,2,0,0,0,0
6772,176 10  2,ZZ6,176,10,2,176,576948,7,2015,1387,2,1993,1118,22,20-24,1,0,1,0,0,0,0
6773,176 12  4,ZZ6,176,12,4,176,576948,7,2015,1387,4,1984,1012,31,30-34,6,1,2,3,0,0,0
6774,176 12  5,ZZ6,176,12,5,176,576948,7,2015,1387,2,1995,1142,20,20-24,0,0,0,0,0,0,0
6775,176 12  6,ZZ6,176,12,6,176,576948,7,2015,1387,2,1967,806,48,45-49,3,0,1,0,2,0,0
6776,176 12  8,ZZ6,176,12,8,176,576948,7,2015,1387,7,1994,1135,21,20-24,1,0,0,1,0,0,0
6777,176 12  9,ZZ6,176,12,9,176,576948,7,2015,1387,4,2000,1204,15,15-19,0,0,0,0,0,0,0
6778,176 12 12,ZZ6,176,12,12,176,576948,7,2015,1387,2,1989,1070,26,25-29,2,2,0,0,0,0,0
6779,176 13  1,ZZ6,176,13,1,176,576948,7,2015,1387,2,1988,1058,27,25-29,4,0,1,2,0,1,0
6780,176 13  3,ZZ6,176,13,3,176,576948,7,2015,1387,9,1978,945,36,35-39,2,0,0,0,2,0,0
6781,176 14  2,ZZ6,176,14,2,176,576948,7,2015,1387,4,1996,1156,19,15-19,0,0,0,0,0,0,0
6782,176 15  1,ZZ6,176,15,1,176,576948,7,2015,1387,9,1987,1053,27,25-29,3,0,2,1,0,0,0
6783,176 15  3,ZZ6,176,15,3,176,576948,7,2015,1387,1,1983,997,32,30-34,1,0,0,0,1,0,0
6784,176 15  6,ZZ6,176,15,6,176,576948,7,2015,1387,10,1984,1018,30,30-34,2,0,0,0,1,1,0
6785,176 17  1,ZZ6,176,17,1,176,576948,7,2015,1387,4,1985,1024,30,30-34,4,1,1,0,0,0,2
6786,176 20  2,ZZ6,176,20,2,176,576948,7,2015,1387,2,1996,1154,19,15-19,0,0,0,0,0,0,0
6787,176 21  2,ZZ6,176,21,2,176,576948,7,2015,1387,3,1975,903,40,40-44,8,2,2,2,1,0,1
6788,176 21  3,ZZ6,176,21,3,176,576948,7,2015,1387,3,1993,1119,22,20-24,0,0,0,0,0,0,0
6789,176 21  8,ZZ6,176,21,8,176,576948,7,2015,1387,6,1984,1014,31,30-34,3,2,0,1,0,0,0
6790,176 21 11,ZZ6,176,21,11,176,576948,7,2015,1387,4,1974,892,41,40-44,10,5,3,0,0,2,0
6791,176 21 12,ZZ6,176,21,12,176,576948,7,2015,1387,4,2000,1204,15,15-19,0,0,0,0,0,0,0
6792,176 21 13,ZZ6,176,21,13,176,576948,7,2015,1387,2,1998,1178,17,15-19,0,0,0,0,0,0,0
6793,176 23  1,ZZ6,176,23,1,176,576948,7,2015,1387,9,1979,957,35,35-39,7,1,1,2,2,1,0
6794,176 23  3,ZZ6,176,23,3,176,576948,7,2015,1387,11,1992,1115,22,20-24,2,0,2,0,0,0,0
6795,176 24  1,ZZ6,176,24,1,176,576948,7,2015,1387,2,1975,902,40,40-44,6,2,0,0,0,2,2
6796,176 26  1,ZZ6,176,26,1,176,576948,7,2015,1387,4,1969,832,46,45-49,8,2,3,1,1,0,1
6797,176 26  4,ZZ6,176,26,4,176,576948,7,2015,1387,6,1996,1158,19,15-19,0,0,0,0,0,0,0
6798,176 26  5,ZZ6,176,26,5,176,576948,7,2015,1387,5,1998,1181,17,15-19,0,0,0,0,0,0,0
6799,176 27  1,ZZ6,176,27,1,176,576948,7,2015,1387,9,1998,1185,16,15-19,0,0,0,0,0,0,0
6800,176 28  2,ZZ6,176,28,2,176,576948,7,2015,1387,10,1988,1066,26,25-29,4,1,2,0,1,0,0
6801,176 29  2,ZZ6,176,29,2,176,576948,7,2015,1387,11,1988,1067,26,25-29,3,2,0,0,0,1,0
6802,176 29  7,ZZ6,176,29,7,176,576948,7,2015,1387,8,1992,1112,22,20-24,1,0,0,0,0,1,0
6803,176 30  1,ZZ6,176,30,1,176,576948,7,2015,1387,5,1980,965,35,35-39,7,2,1,0,1,2,1
6804,177  1  3,ZZ6,177,1,3,177,473308,8,2015,1388,1,1980,961,35,35-39,5,1,1,0,2,0,1
6805,177  2  2,ZZ6,177,2,2,177,473308,8,2015,1388,1,1990,1081,25,25-29,3,3,0,0,0,0,0
6806,177  2  5,ZZ6,177,2,5,177,473308,8,2015,1388,7,1985,1027,30,30-34,3,1,0,1,0,1,0
6807,177  2 10,ZZ6,177,2,10,177,473308,8,2015,1388,6,1993,1122,22,20-24,2,0,1,0,1,0,0
6808,177  3  1,ZZ6,177,3,1,177,473308,8,2015,1388,3,1966,795,49,45-49,7,0,2,3,0,1,1
6809,177  3  4,ZZ6,177,3,4,177,473308,8,2015,1388,4,1994,1132,21,20-24,1,0,1,0,0,0,0
6810,177  4  2,ZZ6,177,4,2,177,473308,8,2015,1388,6,1980,966,35,35-39,4,1,0,1,0,2,0
6811,177  5  1,ZZ6,177,5,1,177,473308,8,2015,1388,4,1970,844,45,45-49,8,0,2,0,0,2,4
6812,177  6  3,ZZ6,177,6,3,177,473308,8,2015,1388,1,1992,1105,23,20-24,2,1,0,0,0,0,1
6813,177  6  4,ZZ6,177,6,4,177,473308,8,2015,1388,4,1993,1120,22,20-24,0,0,0,0,0,0,0
6814,177  6  5,ZZ6,177,6,5,177,473308,8,2015,1388,3,1994,1131,21,20-24,1,0,0,0,0,0,1
6815,177  7  2,ZZ6,177,7,2,177,473308,8,2015,1388,4,1988,1060,27,25-29,2,0,2,0,0,0,0
6816,177  7  3,ZZ6,177,7,3,177,473308,8,2015,1388,10,1998,1186,16,15-19,0,0,0,0,0,0,0
6817,177  8  2,ZZ6,177,8,2,177,473308,8,2015,1388,6,1970,846,45,45-49,8,4,1,1,0,1,1
6818,177  8  8,ZZ6,177,8,8,177,473308,8,2015,1388,2,1990,1082,25,25-29,2,1,1,0,0,0,0
6819,177  8 12,ZZ6,177,8,12,177,473308,8,2015,1388,6,1992,1110,23,20-24,1,0,1,0,0,0,0
6820,177  8 14,ZZ6,177,8,14,177,473308,8,2015,1388,7,1991,1099,24,20-24,3,0,1,2,0,0,0
6821,177  9  2,ZZ6,177,9,2,177,473308,8,2015,1388,6,1988,1062,27,25-29,2,0,2,0,0,0,0
6822,177  9  7,ZZ6,177,9,7,177,473308,8,2015,1388,5,1995,1145,20,20-24,1,1,0,0,0,0,0
6823,177 10  6,ZZ6,177,10,6,177,473308,8,2015,1388,3,1997,1167,18,15-19,1,0,0,0,1,0,0
6824,177 10  7,ZZ6,177,10,7,177,473308,8,2015,1388,3,1990,1083,25,25-29,2,0,0,0,1,0,1
6825,177 12  1,ZZ6,177,12,1,177,473308,8,2015,1388,4,1966,796,49,45-49,6,1,1,2,1,0,1
6826,177 12  8,ZZ6,177,12,8,177,473308,8,2015,1388,1,1980,961,35,35-39,2,1,0,0,0,1,0
6827,177 14  1,ZZ6,177,14,1,177,473308,8,2015,1388,1,1977,925,38,35-39,5,0,2,0,1,1,1
6828,177 14  5,ZZ6,177,14,5,177,473308,8,2015,1388,5,2000,1205,15,15-19,0,0,0,0,0,0,0
6829,177 15  1,ZZ6,177,15,1,177,473308,8,2015,1388,7,1997,1171,18,15-19,0,0,0,0,0,0,0
6830,177 16  1,ZZ6,177,16,1,177,473308,8,2015,1388,8,1982,992,33,30-34,3,1,1,0,1,0,0
6831,177 17  1,ZZ6,177,17,1,177,473308,8,2015,1388,7,1982,991,33,30-34,2,0,1,1,0,0,0
6832,177 17  3,ZZ6,177,17,3,177,473308,8,2015,1388,5,1998,1181,17,15-19,0,0,0,0,0,0,0
6833,177 17  4,ZZ6,177,17,4,177,473308,8,2015,1388,4,1989,1072,26,25-29,5,0,3,0,1,1,0
6834,177 18  1,ZZ6,177,18,1,177,473308,8,2015,1388,1,1993,1117,22,20-24,3,3,0,0,0,0,0
6835,177 19  6,ZZ6,177,19,6,177,473308,8,2015,1388,2,1992,1106,23,20-24,2,0,2,0,0,0,0
6836,177 20  2,ZZ6,177,20,2,177,473308,8,2015,1388,4,1966,796,49,45-49,5,2,0,1,0,2,0
6837,177 20  3,ZZ6,177,20,3,177,473308,8,2015,1388,9,1990,1089,24,20-24,3,1,0,0,0,1,1
6838,177 20  4,ZZ6,177,20,4,177,473308,8,2015,1388,1,1989,1069,26,25-29,2,0,0,0,1,0,1
6839,177 20  8,ZZ6,177,20,8,177,473308,8,2015,1388,4,1980,964,35,35-39,5,0,1,0,2,2,0
6840,177 21  2,ZZ6,177,21,2,177,473308,8,2015,1388,2,1969,830,46,45-49,11,2,1,0,0,4,4
6841,177 22  2,ZZ6,177,22,2,177,473308,8,2015,1388,3,1981,975,34,30-34,3,3,0,0,0,0,0
6842,177 23  2,ZZ6,177,23,2,177,473308,8,2015,1388,5,1995,1145,20,20-24,2,1,1,0,0,0,0
6843,177 23  3,ZZ6,177,23,3,177,473308,8,2015,1388,1,1970,841,45,45-49,7,0,0,2,1,2,2
6844,177 23  4,ZZ6,177,23,4,177,473308,8,2015,1388,1,1996,1153,19,15-19,0,0,0,0,0,0,0
6845,177 25  2,ZZ6,177,25,2,177,473308,8,2015,1388,12,1985,1032,29,25-29,2,0,1,0,1,0,0
6846,177 25  4,ZZ6,177,25,4,177,473308,8,2015,1388,1,1996,1153,19,15-19,0,0,0,0,0,0,0
6847,177 25  6,ZZ6,177,25,6,177,473308,8,2015,1388,4,1983,1000,32,30-34,2,1,0,0,1,0,0
6848,177 26  2,ZZ6,177,26,2,177,473308,8,2015,1388,4,1988,1060,27,25-29,3,0,1,0,1,1,0
6849,177 27  3,ZZ6,177,27,3,177,473308,8,2015,1388,3,1989,1071,26,25-29,2,1,0,0,0,0,1
6850,177 28  2,ZZ6,177,28,2,177,473308,8,2015,1388,5,1985,1025,30,30-34,6,4,0,1,0,1,0
6851,177 29  1,ZZ6,177,29,1,177,473308,8,2015,1388,3,1970,843,45,45-49,5,0,0,2,1,2,0
6852,177 30  1,ZZ6,177,30,1,177,473308,8,2015,1388,5,1988,1061,27,25-29,2,0,1,1,0,0,0
6853,177 30  6,ZZ6,177,30,6,177,473308,8,2015,1388,5,1992,1109,23,20-24,2,1,0,0,0,1,0
6854,177 31  2,ZZ6,177,31,2,177,473308,8,2015,1388,6,2000,1206,15,15-19,0,0,0,0,0,0,0
6855,177 31  3,ZZ6,177,31,3,177,473308,8,2015,1388,4,2000,1204,15,15-19,0,0,0,0,0,0,0
6856,178  1  2,ZZ6,178,1,2,178,1224863,8,2015,1388,4,1985,1024,30,30-34,1,0,0,1,0,0,0
6857,178  1  3,ZZ6,178,1,3,178,1224863,8,2015,1388,2,1988,1058,27,25-29,0,0,0,0,0,0,0
6858,178  1  4,ZZ6,178,1,4,178,1224863,8,2015,1388,7,1986,1039,29,25-29,2,2,0,0,0,0,0
6859,178  2  1,ZZ6,178,2,1,178,1224863,8,2015,1388,7,1969,835,46,45-49,5,1,1,1,0,1,1
6860,178  2  2,ZZ6,178,2,2,178,1224863,8,2015,1388,7,1975,907,40,40-44,2,0,0,2,0,0,0
6861,178  2  3,ZZ6,178,2,3,178,1224863,8,2015,1388,9,1994,1137,20,20-24,0,0,0,0,0,0,0
6862,178  2  7,ZZ6,178,2,7,178,1224863,8,2015,1388,3,1993,1119,22,20-24,0,0,0,0,0,0,0
6863,178  3  2,ZZ6,178,3,2,178,1224863,8,2015,1388,2,1993,1118,22,20-24,1,1,0,0,0,0,0
6864,178  4  2,ZZ6,178,4,2,178,1224863,8,2015,1388,9,1976,921,38,35-39,7,1,2,0,1,1,2
6865,178  5  2,ZZ6,178,5,2,178,1224863,8,2015,1388,1,1999,1189,16,15-19,0,0,0,0,0,0,0
6866,178  5  3,ZZ6,178,5,3,178,1224863,8,2015,1388,12,1989,1080,25,25-29,3,1,2,0,0,0,0
6867,178  6  2,ZZ6,178,6,2,178,1224863,8,2015,1388,9,1992,1113,22,20-24,3,0,1,0,1,1,0
6868,178  7  1,ZZ6,178,7,1,178,1224863,8,2015,1388,10,1974,898,40,40-44,3,2,1,0,0,0,0
6869,178  7  2,ZZ6,178,7,2,178,1224863,8,2015,1388,3,1998,1179,17,15-19,0,0,0,0,0,0,0
