,hhid,Country code and phase,Cluster number,Household number,Respondent's line number,Ultimate area unit,Household sample weight,Month of interview,Year of interview,Date of interview,Number of household members,Number of eligible women in household,Number of eligible men in household,Number of de jure members,Number of de facto members,Number of children 5 and under (de jure),Result of household interview,Day of interview,Number of visits,Interviewer identification,Keyer identification,Ever-married sample,Primary sampling unit,Sample strata for sampling errors,Stratification used in sample design,Region,Type of place of residence,Place of residence,Household selected for male interview,Household weight for male subsample,Field supervisor,Field editor,Office editor,Number of eligible children for height and weight,Cluster altitude in meters,Total adults measured,Household selected for hemoglobin,Household selected for Domestic Violence module,Source of drinking water,Source of non-drinking water,Time to get to water source (minutes),Type of toilet facility,Has electricity,Has radio,Age of head of household
5537,191 31,ZZ6,191,31,1,191,545479,7,2015,1387,4,0,0,4,4,1,completed,11,1,224,24,all woman sample,191,26,region 2 - rural,region 2,rural,NA,not selected,0,221,222,6,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,10,pit latrine without slab/open pit,no,no,54
5538,192  1,ZZ6,192,1,1,192,534499,7,2015,1387,6,0,0,6,6,0,completed,4,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,unprotected spring,NA,25,pit latrine without slab/open pit,no,yes,74
5539,192  2,ZZ6,192,2,1,192,534499,7,2015,1387,4,1,1,4,4,1,completed,2,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,1,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,45,no facility/bush/field,no,no,55
5540,192  3,ZZ6,192,3,1,192,534499,7,2015,1387,3,1,0,3,3,1,completed,3,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,unprotected spring,NA,15,pit latrine without slab/open pit,no,no,27
5541,192  4,ZZ6,192,4,2,192,534499,7,2015,1387,8,1,0,8,8,1,completed,2,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,45,ventilated improved pit latrine (vip),no,yes,75
5542,192  5,ZZ6,192,5,1,192,534499,7,2015,1387,4,1,0,4,4,2,completed,4,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,unprotected spring,NA,20,pit latrine without slab/open pit,no,no,39
5543,192  6,ZZ6,192,6,1,192,534499,7,2015,1387,8,2,1,8,8,1,completed,3,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,0,NA,3,selected,household selected,unprotected spring,NA,15,pit latrine without slab/open pit,no,no,53
5544,192  7,ZZ6,192,7,1,192,534499,7,2015,1387,7,1,1,7,7,2,completed,1,1,95,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,0,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,ventilated improved pit latrine (vip),no,yes,38
5545,192  8,ZZ6,192,8,1,192,534499,7,2015,1387,7,1,0,7,7,1,completed,2,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,unprotected spring,NA,30,no facility/bush/field,no,yes,43
5546,192  9,ZZ6,192,9,2,192,534499,7,2015,1387,6,3,1,6,6,2,completed,2,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,2,NA,4,selected,household selected,unprotected spring,NA,15,pit latrine without slab/open pit,no,no,57
5547,192 10,ZZ6,192,10,1,192,534499,7,2015,1387,6,1,1,6,6,1,completed,2,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,1,NA,2,selected,household selected,unprotected spring,NA,25,pit latrine without slab/open pit,no,yes,45
5548,192 11,ZZ6,192,11,1,192,534499,7,2015,1387,5,2,0,5,5,1,completed,1,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,no facility/bush/field,no,no,48
5549,192 12,ZZ6,192,12,1,192,534499,7,2015,1387,10,1,2,10,10,2,completed,4,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,2,NA,3,selected,household selected,unprotected spring,NA,10,pit latrine without slab/open pit,no,yes,36
5550,192 13,ZZ6,192,13,2,192,534499,7,2015,1387,6,1,0,6,6,1,completed,1,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,NA,NA,45,no facility/bush/field,no,no,67
5551,192 14,ZZ6,192,14,1,192,534499,7,2015,1387,4,0,0,4,4,0,completed,2,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,unprotected spring,NA,30,no facility/bush/field,no,no,38
5552,192 15,ZZ6,192,15,1,192,534499,7,2015,1387,5,1,0,5,5,1,completed,4,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,1,NA,1,selected,household selected,unprotected spring,NA,15,pit latrine without slab/open pit,no,no,62
5553,192 16,ZZ6,192,16,2,192,534499,7,2015,1387,4,0,0,4,4,1,completed,2,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,1,NA,0,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,45,no facility/bush/field,no,no,65
5554,192 17,ZZ6,192,17,1,192,534499,7,2015,1387,7,2,1,7,7,2,completed,2,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,2,NA,3,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,30,no facility/bush/field,no,no,56
5555,192 18,ZZ6,192,18,1,192,534499,7,2015,1387,6,1,0,6,6,1,completed,1,1,95,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,ventilated improved pit latrine (vip),no,yes,40
5556,192 19,ZZ6,192,19,1,192,534499,7,2015,1387,6,2,1,6,5,1,completed,3,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,1,NA,3,selected,household selected,unprotected spring,NA,15,pit latrine without slab/open pit,no,yes,45
5557,192 20,ZZ6,192,20,1,192,534499,7,2015,1387,4,1,1,4,4,0,completed,4,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,0,NA,2,selected,household selected,unprotected spring,NA,15,pit latrine without slab/open pit,no,no,33
5558,192 21,ZZ6,192,21,2,192,534499,7,2015,1387,8,1,0,8,8,2,completed,1,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,no facility/bush/field,no,no,78
5559,192 22,ZZ6,192,22,2,192,534499,7,2015,1387,8,2,1,8,8,2,completed,1,1,95,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,2,NA,3,selected,household selected,NA,NA,50,no facility/bush/field,no,no,52
5560,192 23,ZZ6,192,23,3,192,534499,7,2015,1387,4,0,1,4,4,0,completed,2,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,0,NA,1,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,ventilated improved pit latrine (vip),no,no,52
5561,192 24,ZZ6,192,24,3,192,534499,7,2015,1387,7,1,0,7,7,2,completed,1,1,96,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,30,no facility/bush/field,no,no,71
5562,192 25,ZZ6,192,25,1,192,534499,7,2015,1387,5,1,0,5,5,3,completed,3,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,unprotected spring,NA,20,pit latrine without slab/open pit,no,no,25
5563,192 26,ZZ6,192,26,1,192,534499,7,2015,1387,6,1,1,6,6,0,completed,3,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,0,NA,2,selected,household selected,unprotected spring,NA,30,pit latrine without slab/open pit,no,no,35
5564,192 27,ZZ6,192,27,2,192,534499,7,2015,1387,6,1,0,6,6,1,completed,3,1,94,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,unprotected spring,NA,20,no facility/bush/field,no,no,28
5565,192 28,ZZ6,192,28,1,192,534499,7,2015,1387,7,1,0,7,7,3,completed,2,1,95,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,no facility/bush/field,no,no,45
5566,192 29,ZZ6,192,29,1,192,534499,7,2015,1387,3,1,1,3,3,1,completed,1,1,95,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,men's survey,611728,91,92,3,1,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,no facility/bush/field,no,no,30
5567,192 31,ZZ6,192,31,1,192,534499,7,2015,1387,4,1,0,4,4,2,completed,1,1,95,13,all woman sample,192,13,region 1 - rural,region 1,rural,NA,not selected,0,91,92,3,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,40,no facility/bush/field,no,no,45
5568,193  1,ZZ6,193,1,1,193,295612,7,2015,1387,1,0,0,1,1,0,completed,25,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,5,pit latrine without slab/open pit,no,no,29
5569,193  2,ZZ6,193,2,1,193,295612,9,2015,1389,4,1,0,4,4,2,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,60,pit latrine without slab/open pit,no,yes,54
5570,193  3,ZZ6,193,3,1,193,295612,9,2015,1389,4,0,0,4,4,2,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,0,pit latrine with slab,no,yes,30
5571,193  4,ZZ6,193,4,1,193,295612,7,2015,1387,6,1,0,6,6,0,completed,24,1,45,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,10,pit latrine without slab/open pit,no,no,45
5572,193  5,ZZ6,193,5,1,193,295612,9,2015,1389,1,0,1,1,1,0,completed,20,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,0,NA,1,selected,household selected,protected well,NA,10,no facility/bush/field,no,no,22
5573,193  6,ZZ6,193,6,2,193,295612,7,2015,1387,6,1,1,6,6,1,completed,25,1,44,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,1,NA,2,selected,household selected,unprotected spring,NA,60,no facility/bush/field,no,no,40
5574,193  7,ZZ6,193,7,1,193,295612,7,2015,1387,10,1,0,10,10,1,completed,25,1,44,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,10,no facility/bush/field,no,no,66
5575,193  8,ZZ6,193,8,1,193,295612,9,2015,1389,3,1,0,3,3,1,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,no,41
5576,193  9,ZZ6,193,9,1,193,295612,9,2015,1389,3,0,0,3,3,0,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,0,NA,0,selected,household selected,protected well,NA,40,pit latrine without slab/open pit,no,no,65
5577,193 10,ZZ6,193,10,1,193,295612,7,2015,1387,8,1,0,8,8,2,completed,24,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,public tap/standpipe,NA,0,ventilated improved pit latrine (vip),no,yes,50
5578,193 11,ZZ6,193,11,1,193,295612,7,2015,1387,6,1,2,6,6,2,completed,24,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,1,2,NA,3,selected,household selected,public tap/standpipe,NA,0,ventilated improved pit latrine (vip),no,yes,34
5579,193 12,ZZ6,193,12,2,193,295612,9,2015,1389,6,2,0,6,6,1,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,unprotected well,NA,0,pit latrine without slab/open pit,no,no,64
5580,193 13,ZZ6,193,13,1,193,295612,7,2015,1387,12,3,1,12,12,3,completed,25,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,3,NA,4,selected,household selected,public tap/standpipe,NA,20,ventilated improved pit latrine (vip),no,yes,49
5581,193 14,ZZ6,193,14,1,193,295612,9,2015,1389,6,0,1,6,6,1,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,1,NA,1,selected,household selected,unprotected well,NA,15,pit latrine without slab/open pit,no,no,70
5582,193 15,ZZ6,193,15,2,193,295612,7,2015,1387,7,1,1,7,7,2,completed,24,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,2,NA,2,selected,household selected,public tap/standpipe,NA,0,pit latrine without slab/open pit,no,yes,45
5583,193 16,ZZ6,193,16,1,193,295612,7,2015,1387,6,1,1,6,6,1,completed,25,1,44,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,1,NA,2,selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,no facility/bush/field,no,no,35
5584,193 17,ZZ6,193,17,1,193,295612,7,2015,1387,5,1,1,5,5,1,completed,25,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,0,NA,2,selected,household selected,public tap/standpipe,NA,0,ventilated improved pit latrine (vip),no,yes,50
5585,193 18,ZZ6,193,18,1,193,295612,9,2015,1389,4,1,1,4,4,1,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,1,NA,2,selected,household selected,protected well,NA,20,pit latrine without slab/open pit,no,yes,41
5586,193 19,ZZ6,193,19,1,193,295612,7,2015,1387,8,1,0,8,8,1,completed,24,1,44,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,public tap/standpipe,NA,20,pit latrine without slab/open pit,no,no,70
5587,193 20,ZZ6,193,20,1,193,295612,9,2015,1389,4,1,1,4,4,2,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,2,NA,2,selected,household selected,protected well,NA,40,pit latrine without slab/open pit,no,yes,40
5588,193 21,ZZ6,193,21,1,193,295612,7,2015,1387,3,1,0,3,3,0,completed,24,1,44,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,unprotected well,NA,10,pit latrine without slab/open pit,no,yes,50
5589,193 22,ZZ6,193,22,1,193,295612,7,2015,1387,9,2,0,9,9,2,completed,24,1,44,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,10,no facility/bush/field,no,no,37
5590,193 23,ZZ6,193,23,1,193,295612,7,2015,1387,4,1,0,4,4,1,completed,25,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,unprotected spring,NA,15,ventilated improved pit latrine (vip),no,no,53
5591,193 25,ZZ6,193,25,1,193,295612,7,2015,1387,3,0,0,3,3,0,completed,25,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,0,NA,0,selected,household selected,public tap/standpipe,NA,0,ventilated improved pit latrine (vip),no,yes,72
5592,193 26,ZZ6,193,26,1,193,295612,7,2015,1387,1,0,0,1,1,0,completed,24,1,44,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,0,NA,0,selected,household selected,protected well,NA,10,no facility/bush/field,no,no,60
5593,193 27,ZZ6,193,27,1,193,295612,9,2015,1389,3,0,0,3,3,0,completed,20,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,35,pit latrine without slab/open pit,no,yes,22
5594,193 28,ZZ6,193,28,1,193,295612,7,2015,1387,3,1,0,3,3,1,completed,25,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,river/dam/lake/ponds/stream/canal/irrigation channel,NA,60,pit latrine without slab/open pit,no,no,35
5595,193 29,ZZ6,193,29,1,193,295612,9,2015,1389,8,2,3,8,8,0,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,0,NA,5,selected,household selected,protected well,NA,15,pit latrine with slab,no,yes,56
5596,193 30,ZZ6,193,30,1,193,295612,7,2015,1387,5,2,1,5,5,1,completed,25,1,46,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,men's survey,338843,41,42,2,1,NA,3,selected,household selected,protected spring,NA,15,ventilated improved pit latrine (vip),no,no,48
5597,193 31,ZZ6,193,31,1,193,295612,9,2015,1389,10,1,0,10,10,1,completed,19,1,94,14,all woman sample,193,19,region 4 - rural,region 4,rural,NA,not selected,0,41,42,2,0,NA,0,not selected,household selected,protected well,NA,5,pit latrine without slab/open pit,no,yes,88
5598,194  1,ZZ6,194,1,2,194,1119614,6,2015,1386,4,1,1,4,4,0,completed,26,1,84,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,men's survey,883745,81,82,10,0,NA,2,selected,household selected,protected well,NA,15,ventilated improved pit latrine (vip),no,yes,48
5599,194  2,ZZ6,194,2,1,194,1119614,6,2015,1386,4,1,0,4,4,0,completed,27,1,85,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,not selected,0,81,82,10,0,NA,0,not selected,household selected,protected well,NA,0,hanging toilet/latrine,no,no,35
5600,194  3,ZZ6,194,3,1,194,1119614,6,2015,1386,5,1,0,5,5,0,completed,26,1,85,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,not selected,0,81,82,10,0,NA,0,not selected,household selected,protected well,NA,30,flush to pit latrine,no,yes,68
5601,194  4,ZZ6,194,4,1,194,1119614,6,2015,1386,1,0,0,1,1,0,completed,27,1,85,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,not selected,0,81,82,10,0,NA,0,not selected,household selected,bottled water or sachets,NA,20,pit latrine with slab,no,yes,37
5602,194  5,ZZ6,194,5,2,194,1119614,6,2015,1386,12,3,0,12,12,0,completed,28,1,85,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,not selected,0,81,82,10,0,NA,0,not selected,household selected,tube well or borehole,NA,20,ventilated improved pit latrine (vip),yes,yes,52
5603,194  6,ZZ6,194,6,1,194,1119614,6,2015,1386,2,1,1,2,2,0,completed,27,1,84,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,men's survey,883745,81,82,10,0,NA,2,selected,household selected,protected well,NA,20,flush to pit latrine,no,yes,23
5604,194  7,ZZ6,194,7,4,194,1119614,6,2015,1386,8,3,0,8,8,0,completed,27,1,85,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,not selected,0,81,82,10,0,NA,0,not selected,household selected,protected well,NA,0,pit latrine with slab,yes,no,52
5605,194  8,ZZ6,194,8,1,194,1119614,6,2015,1386,6,1,0,6,6,1,completed,26,1,85,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,not selected,0,81,82,10,0,NA,0,not selected,household selected,protected well,NA,10,hanging toilet/latrine,no,no,40
5606,194  9,ZZ6,194,9,2,194,1119614,6,2015,1386,7,1,3,7,7,1,completed,27,1,84,17,all woman sample,194,24,region 1 - urban,region 1,urban,NA,men's survey,883745,81,82,10,0,NA,4,selected,household selected,protected well,NA,15,ventilated improved pit latrine (vip),yes,yes,38
